destination;Afghanistan;Albania;Algeria;American_Samoa;Andorra;Angola;Anguilla;Antigua_and_Barbuda;Argentina;Armenia;Aruba;Australia;Austria;Azerbaijan;Bahamas;Bahrain;Bangladesh;Barbados;Belarus;Belgium;Belize;Benin;Bermuda;Bhutan;Bolivia_(Plurinational_State_of);Bonaire_Sint_Eustatius_and_Saba;Bosnia_and_Herzegovina;Botswana;Brazil;British_Virgin_Islands;Brunei_Darussalam;Bulgaria;Burkina_Faso;Burundi;Cabo_Verde;Cambodia;Cameroon;Canada;Cayman_Islands;Central_African_Republic;Chad;Channel_Islands;Chile;China;Hong_Kong;Macao;Colombia;Comoros;Congo;Cook_Islands;Costa_Rica;C?te_d'Ivoire;Croatia;Cuba;Cura?ao;Cyprus;Czech_Republic;Democratic_People's_Republic_of_Korea;Democratic_Republic_of_the_Congo;Denmark;Djibouti;Dominica;Dominican_Republic;Ecuador;Egypt;El_Salvador;Equatorial_Guinea;Eritrea;Estonia;Ethiopia;Faeroe_Islands;Falkland_Islands_(Malvinas);Fiji;Finland;France;French_Guiana;French_Polynesia;Gabon;Gambia;Georgia;Germany;Ghana;Gibraltar;Greece;Greenland;Grenada;Guadeloupe;Guam;Guatemala;Guinea;Guinea-Bissau;Guyana;Haiti;Holy_See;Honduras;Hungary;Iceland;India;Indonesia;Iran_(Islamic_Republic_of);Iraq;Ireland;Isle_of_Man;Israel;Italy;Jamaica;Japan;Jordan;Kazakhstan;Kenya;Kiribati;Kuwait;Kyrgyzstan;Lao_People's_Democratic_Republic;Latvia;Lebanon;Lesotho;Liberia;Libya;Liechtenstein;Lithuania;Luxembourg;Madagascar;Malawi;Malaysia;Maldives;Mali;Malta;Marshall_Islands;Martinique;Mauritania;Mauritius;Mayotte;Mexico;Micronesia_(Federated_States_of);Monaco;Mongolia;Montenegro;Montserrat;Morocco;Mozambique;Myanmar;Namibia;Nauru;Nepal;Netherlands;New_Caledonia;New_Zealand;Nicaragua;Niger;Nigeria;Niue;Northern_Mariana_Islands;Norway;Oman;Pakistan;Palau;Panama;Papua_New_Guinea;Paraguay;Peru;Philippines;Poland;Portugal;Puerto_Rico;Qatar;Republic_of_Korea;Republic_of_Moldova;R?union;Romania;Russian_Federation;Rwanda;Saint_Helena;Saint_Kitts_and_Nevis;Saint_Lucia;Saint_Pierre_and_Miquelon;Saint_Vincent_and_the_Grenadines;Samoa;San_Marino;Sao_Tome_and_Principe;Saudi_Arabia;Senegal;Serbia;Seychelles;Sierra_Leone;Singapore;Sint_Maarten_(Dutch_part);Slovakia;Slovenia;Solomon_Islands;Somalia;South_Africa;South_Sudan;Spain;Sri_Lanka;State_of_Palestine;Sudan;Suriname;Swaziland;Sweden;Switzerland;Syrian_Arab_Republic;Tajikistan;Thailand;The_former_Yugoslav_Republic_of_Macedonia;Timor-Leste;Togo;Tokelau;Tonga;Trinidad_and_Tobago;Tunisia;Turkey;Turkmenistan;Turks_and_Caicos_Islands;Tuvalu;Uganda;Ukraine;United_Arab_Emirates;United_Kingdom_of_Great_Britain_and_Northern_Ireland;United_Republic_of_Tanzania;United_States_of_America;United_States_Virgin_Islands;Uruguay;Uzbekistan;Vanuatu;Venezuela_(Bolivarian_Republic_of);Viet_Nam;Wallis_and_Futuna_Islands;Western_Sahara;Yemen;Zambia;Zimbabwe;;
Burundi;;;;;;;;;;;;;;;;;;;;621;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;41447;;;;;;;;;;;;;;;;310;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;216;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;160197;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1546;;;;9780;;;;;;;;;;;;;Rwanda;160197
Cabo_Verde;;;;;;1899;;;8;;;;;;;;;;;19;;;;;;;;;104;;;;;;;;;;;;;;;41;;;;;;;;12;;92;;;;;;;;;;;;;;;;;;;;;137;;;14;10;;33;74;;;;;;;;80;839;;;;;;;;;;;;;;253;;3;;;;;;;;;;;;;;;8;;;;;12;;;;;;;5;;;;;;;64;;;;;72;;;;;114;;;;;;;;;;4;;;1031;;;;;;;74;;;;;;;;;3111;;384;;;26;;;;;;;;;40;;;;;;;24;;;;;14;;;;;;;;;;;37;;22;;232;30;;;;;;;;;;;Sao_Tome_and_Principe;3111
Cambodia;;;;;;;;;;;;142;;;;;;;;;;;;;;;;;;;;;;;;;;53;;;;;;1853;142;;;;;;;;;;;;;53;;;;;;;;;;;;;;;;;336;;;;;;47;;;;;;;;;;;;;;;;;116;129;;;;;;19;;152;;;;;;;317;;;;;;;;;;;210;;;;;;;;;;;;;;;;;63;;;55;37;;;;;;;;;;50;;;;;;186;;;;;68;;;;37;;;;;;;;;;;;;;;150;;;;;;;;;58;;;;;;;;;37488;;;;;;;;;;;;;;;113;;239;;;;;;44367;;;;;;Viet_Nam;44367
Cameroon;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;88874;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10986;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;97818;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Nigeria;97818
Canada;13677;3263;12014;111;12;1834;121;2082;12036;1778;555;15871;23600;1045;1153;802;13101;14373;4245;20648;1145;380;1772;17;1948;;25240;131;10058;94;4242;6089;178;1389;183;17797;1275;;91;92;356;;23182;286712;231291;6620;12595;29;182;10;1894;1677;20007;3462;;4165;15865;106;5693;19098;300;2099;3841;9362;31290;32598;12;4649;6196;13822;;27;18730;14970;62998;48;97;229;122;752;172549;11477;224;77124;39;6638;233;41;11127;764;37;72507;45292;;3293;51853;483;240035;8723;51266;16443;26295;;16166;322392;108174;18672;3524;3676;17967;20;5907;583;13854;7443;59419;84;397;1508;44;6668;532;1538;338;18151;5;465;9463;22;284;85;5784;0;30113;12;118;76;0;491;20676;777;2995;232;9;620;119431;85;8186;7730;124;6587;;;7039;281;52674;7;1785;199;4780;14301;175504;176548;152654;217;666;56171;2294;63;46036;71978;1453;19;1944;2435;392;6477;63;10;19;5718;1119;0;11622;606;7695;;10329;9028;34;19599;29983;;10509;56926;5420;4312;664;131;7391;17934;13038;111;7052;7067;39;426;;99;55297;3882;14476;106;24;10;9646;51057;3822;641095;19140;244567;34;5570;1465;17;5582;127335;15;;747;1766;3099;United_Kingdom_of_Great_Britain_and_Northern_Ireland;641095
Cayman_Islands;;;;;;;;;9;;;51;34;;125;;;137;;9;236;;23;;;;;;48;;;;;;;;;912;;;;10;;;;;154;;;;187;;;495;9;;;;;13;;;45;;;;;;;;;;;7;26;;;;;;92;;;;;11;;;;;;130;13;;767;;;95;;7;;170;;9;62;5602;15;;;24;;;;;;;;;;;;;;;13;;;;;;;;;28;;;;;;;;;;;;26;;38;507;19;7;;;;;75;;92;;;10;73;;;32;;;;;;;;;;7;;21;;;;;;;;;;;;;;;26;;19;;;;;;;54;;;37;;;;;;239;;;;;;;;;1596;10;1743;;;;;24;;;;;7;13;Jamaica;5602
Central_African_Republic;;;;;;;;;;;;13;27;;;;;;;;;;;;;;;;0;;;;;;;;;157;;;13169;;;;;;;;;;;;;;;8;;;20510;2;;;;;65;;;;;;;;;;13090;;;;;;;;;;;;;;;;;;;;;;;;;;;9;;;56;;;;;;;;;;;;;;;;;;;;;;422;;;;;;;;;;;;;;;;;;;36;;;;;;;;;;;;;;;;;;;;;;;;;193;;;;;;;;;104;;;;;;;;;42;;;84;0;;;;27015;;;15;193;;;;;;9;;;;;8;;;;;;;;;683;;;;;;;;;;;;Sudan;27015
Chad;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;33673;;;8765;;;;;;;;;777;;;;;;;;;;200;;;;;;;;;;;;;;;;963;;;318;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1191;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2840;16104;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19071;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Cameroon;33673
Channel_Islands;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;824;;;;;;;;;;;;;;;;;;;;;;;;;;;1629;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3318;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;53511;;;;;;;;;;;;;;United_Kingdom_of_Great_Britain_and_Northern_Ireland;53511
Chile;8;24;45;;10;31;12;13;39233;16;27;826;559;3;1;3;3;14;6;920;9;1;13;4;8923;;9;5;5609;0;0;78;1;10;3;3;12;1430;9;5;11;;;1691;40;20;2734;3;7;2;442;11;293;1751;;10;72;189;13;199;0;18;198;5510;81;227;3;1;35;10;2;4;7;116;2624;2;12;5;1;9;5369;6;5;190;6;6;5;3;182;2;3;11;41;12;225;411;18;407;68;81;22;109;;948;4061;18;722;111;6;14;;7;4;7;41;206;11;7;20;3;27;14;9;2;24;1;49;12;;5;6;2;1;1223;1;7;1;;6;74;31;2;4;4;8;552;4;122;201;6;16;4;8;260;18;100;2;428;4;920;21256;145;450;187;151;28;856;6;1;394;514;3;164;13;33;2;3;;4;12;21;13;;;1;42;;40;32;0;12;189;;9179;7;540;5;5;2;980;854;329;2;29;313;;11;;136;8;22;215;3;3;;7;96;7;1537;18;6767;1;1816;22;1;3148;10;1;3;;4;7;Argentina;39233
China;;;;;;;;;;;;3091;;;;;2376;;;;;;;;;;;;32797;;;;;;;;;4985;;;;;;;2805;12470;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5478;24962;;;;;;;;4732;;;;;;;;;;;;;;;;;;3805;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2494;;;;;5956;40390;;;;;141332;;;;1607;;;;;;;;;;;;;;;;;;;;;;;;3470;;;;;;;;;8390;;;;;;;;;;;;;;;5649;;18124;;;;;;19149;;;;;;Republic_of_Korea;141332
Hong_Kong;;;;;;;;;;;;6799;;;;;332;;;;;;;;;;;;;;;;;;;;;11844;;;;;;1772597;;58769;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1641;;;;;;1476;;;;;;;;;;;;;;;;;13464;100652;;;520;;;480;;10608;;;;;;;;;;;;;;;;;;11422;;;;;;;;;;;;;;;;;;;;6980;763;;1681;;;;;;;;5650;;;;;;88179;;82;;;3614;;;;66;;;;;;;;;;;;;;;7388;;;;;;;;300;585;;;;;;544;;;14353;;;;;;;;;;;;;;;13212;;10698;;;;;;8174;;;;;;China;1772597
Macao;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;187448;13498;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4250;;2760;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1546;;;;;;;;;;;;;;;;;;;;;;;;;;;;;China;187448
Colombia;104;52;19;;41;48;38;36;2471;;276;197;246;;;;;;;374;;;;;653;;;;1809;;;69;;;;;;731;;;;;1810;1392;31;;;;;;757;;51;1375;81;;93;122;;77;;45;350;11917;159;306;;;19;;;;;51;1851;;;;;;2455;;;131;;;;;305;;;17;100;;276;148;;108;75;74;44;99;;536;2565;81;546;209;;;;23;;;17;1049;;;;;40;21;;;;;;;;;;;;2072;;;;;;69;;;;;;383;;47;475;;41;;;64;;38;;1966;;219;3342;64;404;121;444;;172;;;370;518;;;;;;;;;;84;;;;;;21;;26;;;48;;5620;;;;;;168;634;870;;;;;;;;46;;62;;;;;203;37;1009;;14273;;362;;185;35162;;;;;;;Venezuela_(Bolivarian_Republic_of);35162
Comoros;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;538;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;86;;;;;;;;;;;;;10701;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;948;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;162;;;;;;;;;;;;;Madagascar;10701
Congo;;;;;;18270;;;;;;;;;;;;;;;;5250;;;;;;;;;;;;;;;4003;;;11844;3743;;;327;;;;;;;;;;190;;;;;110720;;;;;;;;560;;;;;;;;6041;;;1121;;;205;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;414;;;;;;;;;;;9493;;;;1115;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;511;;;;;;;913;5503;;;;;;;;;;4436;;;;;;;;;;;;;;;;;;;;;;;;;863;;;;;;;;;;;;;;59;;;;;;;;;;;;Democratic_Republic_of_the_Congo;110720
Cook_Islands;;;;;;;;;;;;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;81;;;;66;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;;2234;;;;10;;;;;;;11;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;51;;18;;;;;;;;;;;;New_Zealand;2234
Costa_Rica;11;2;21;;;2;;;864;4;22;50;71;2;8;1;6;6;4;169;123;1;5;2;220;;;;304;;;37;;;;2;6;754;6;4;;73;1127;190;1604;1;4147;;5;;;2;16;3558;;2;;20;2;39;;3;556;683;11;26046;;;2;1;;;1;14;482;6;;1;;8;1077;1;2;22;5;5;;4;1602;;;16;41;;2241;49;1;31;10;63;8;19;;101;1214;209;169;6;4;4;;;;2;1;62;;;8;2;6;8;2;;2;1;;;;2;;;;1778;;1;7;;2;8;2;8;;;5;332;;11;131695;;2;;;40;2;5;;7652;;48;2045;71;224;46;216;2;136;2;;55;390;1;;1;1;1;1;;;;6;1;;;;9;;15;;;1;37;;1392;1;;1;11;1;80;360;7;;4;18;;;;;21;2;5;;;;6;102;;339;2;7301;4;196;1;;834;1;;;;;1;Nicaragua;131695
C?te_d'Ivoire;;;;;;;;;;;;;;;;;;;;;;57138;;;;;;;;;;;1114233;;306;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6022;;;90436;;;;;;;;135616;344;;;;;;;;;;;;;;;;;;;;;;;;;;;22779;5397;;;;;;;;445636;;;;10316;;;;;;;;;;;;;;;;;;;55202;36486;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24586;;;693;;;;;;;;;;;;;;;;;;;;;;33605;;;;;;;;;;;;;;;;;;;;;;;;;;Burkina_Faso;1114233
Croatia;;83;0;;;;;;166;;;764;1440;;;;;;0;205;;;;;0;;506365;;119;;;138;;;;;;468;;;;;110;0;;;0;;;;;;;;;;428;;;38;;;;;0;;;;3;;;;;13;651;;;;;;6825;;;68;;;;;;;;;;;;1393;;0;0;0;0;5;;0;1941;;0;0;0;;;;;;11;0;;;0;;9;7;;;;;;;;;;;;8;;;;0;;0;;;;;;250;;72;;;0;;;16;;;;;;;50;0;660;13;;;0;0;;166;0;;;;;;;;;;;;0;;;;;279;26764;;;0;;31;;0;0;;;276;622;0;;;11990;;;;;;;0;;;;;0;;186;;1068;;;;;13;;;;;0;;Bosnia_and_Herzegovina;506365
Cuba;;184;78;;;165;;;283;;;;;;;;;;;;;;;;97;;;;;;;225;;;;;;102;;;;;298;499;;;268;;;;;;;;;;308;;;;;;203;102;;;;;;;;;;;249;;;;;;570;;;;148;137;;;116;;;;1564;;;118;;;;;;;;;373;497;;;;;;;;;;94;;;;;;;;;;;;;;;;;;674;;;;;;;;;;;;;;;451;;;;;;;;;140;;;145;;160;;206;;;;;116;3404;;;;;;;;;;;;;;;;;;;;;;;8112;;;;;;;;;;;;;;;;;;;;;;;1036;;84;;899;;;;;327;;;;;;;Spain;8112
Cura?ao;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Antigua_and_Barbuda;0
Cyprus;3;98;13;0;;;;;30;413;;1048;125;13;0;38;229;;119;92;0;3;0;;4;;24;3;21;;2;2165;;2;;0;20;529;;6;;;17;563;;;44;;;;2;;30;13;;;238;12;241;60;2;0;4;3;1824;4;;2;10;29;;;2;174;323;0;;;;5376;914;30;2;8340;;;;;0;0;;;2;;2;122;12;967;61;423;111;273;;135;170;6;30;156;84;30;;82;9;2;58;969;;;81;;33;4;3;3;16;;;12;;0;;4;;23;;;;;;23;4;16;2;;20;170;;33;4;3;108;;;71;23;183;;7;;3;12;2535;249;23;2;4;3;331;;1902;4574;0;;;;;0;;;;82;3;891;3;2;12;;48;6;;4;1747;;55;3474;128;183;2;;321;133;1146;3;92;7;;;;;6;13;215;4;;;7;1153;54;12804;51;1119;;2;26;;23;23;;;6;48;108;United_Kingdom_of_Great_Britain_and_Northern_Ireland;12804
Czech_Republic;77;66;121;;6;50;;2;114;340;;85;2717;68;;9;12;5;483;279;1;10;1;0;18;;533;1;42;;;1731;2;0;5;6;2;181;;1;3;;11;454;9;;27;1;24;;4;5;626;185;;20;;32;12;48;2;0;2;15;58;5;1;1;23;29;;;3;123;1336;;;0;3;132;3563;16;;667;;0;;;3;9;3;1;8;;1;2290;7;90;33;70;98;25;;52;382;2;72;38;682;16;1;21;56;3;49;76;2;3;37;0;61;6;9;7;5;0;6;3;0;;1;1;;29;;1;210;43;;39;1;1;3;1;6;203;;13;6;2;25;;;36;;34;0;4;1;12;25;13;9124;15;;10;28;303;;4417;4924;5;;2;1;;0;1;1;0;6;12;1772;1;1;5;;105379;96;0;2;57;;63;12;28;25;1;1;78;142;162;24;12;197;1;6;;3;1;58;82;18;;1;6;12298;12;526;7;775;;13;66;2;17;5386;;6;41;7;8;Slovakia;105379
Democratic_People's_Republic_of_Korea;;;;;;;;;;;;112;;;;;86;;;;;;;;;;;;1140;;;;;;;;;179;;;;;;19590;102;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;198;904;;;;;;;;173;;;;;;;;;;;;;;;;;;138;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;207;1444;;;;;5201;;;;58;;;;;;;;;;;;;;;;;;;;;;;;126;;;;;;;;;300;;;;;;;;;;;;;;;205;;661;;;;;;699;;;;;;China;19590
Democratic_Republic_of_the_Congo;;;;;;276402;;;;;;;;;;;;;;;;;;;;;;;;;;;;128458;;;;;;;;;;;;;;;5912;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1132791;;;;;;;;;;;;;;;;;;;;;137306;;;;15271;;;;;;;;;;;;;;;;;;;19780;;;;;;;;;;;;;;;;;Rwanda;1132791
Denmark;1648;45;717;;1;77;;0;899;430;3;1310;1400;90;7;81;320;21;135;980;5;24;5;8;105;;17628;48;1154;;4;445;12;132;12;90;84;2519;;2;2;;1198;2441;492;3;1424;17;58;1;68;191;542;102;;131;203;211;120;;15;7;56;269;1076;38;;79;234;820;8533;;17;3503;3345;3;3;5;360;78;25297;678;;916;10581;5;4;;78;38;20;86;90;;52;1426;4471;3498;528;9753;7703;1024;;1251;2768;103;1129;773;41;803;3;529;2;21;341;10077;36;78;121;11;479;145;18;43;351;3;16;53;1;4;15;97;;350;;6;10;1933;;3943;94;54;24;;78;3612;;427;79;6;389;;;14633;7;8498;;31;6;41;396;2951;9520;561;3;18;7400;63;3;1435;2544;70;;;2;;8;8;1;0;120;58;5796;18;164;308;;113;60;2;6085;794;;2136;6510;27;140;23;39;17707;1655;921;7;3777;1237;;66;;6;126;567;24783;4;;;605;650;124;11553;616;7504;;184;40;4;289;6865;;;107;259;209;Germany;25297
Djibouti;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10943;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;82625;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;236;;;Somalia;82625
Dominica;;;;;;;9;243;;;22;4;;;6;;;80;;;;;;;;;;;;41;;;;;;;;88;;;;;;19;;;;;;;;;;6;;;;;;;;;;;;;;;;;;;;;38;11;;;;;14;;;;;;19;;;;;91;732;;;;;13;;;;;;;;62;;;;;;;;;;16;;;;;;;;;;;;;;69;;;;;;;;;78;;;;;;;5;;;;;24;;;;;;;;;;;;;;8;;;;;;;;;30;135;;60;;;;;;;;;;;;;;;;;;;;;9;;;;8;;;;;;;;147;;;;;;;;;304;;299;;;;;14;;;;;;;Haiti;732
Dominican_Republic;;;;;;;155;296;2935;;367;75;1072;;101;24;;;;544;;;10;10;403;;7;;1055;14;;397;;4;4;131;4;3957;;7;4;;2101;4013;;;5217;;;10;1724;;;7580;;;14;;;78;;27;;1055;;407;;;;;;;;50;2804;;;;;;5647;;;105;;;108;;528;;;50;207931;;481;57;;319;;78;7;57;;206;7731;468;1395;;4;;;;;;;797;;;;;;;;;40;;;37;;57;;;;1930;;;;;;24;;;;;;642;;;461;;47;;;75;;185;;777;;68;2212;128;528;178;9738;;609;7;;34;319;;105;85;;43;;;;;27;;200;;;;;;;;;269;;8168;;209;;115;;410;2377;85;;;7;;;;;111;;81;;4;;;135;;646;;10124;524;1805;;;15811;;14;;;;;Haiti;207931
Ecuador;21;19;18;;;16;;;1954;15;;140;205;;18;;;;;320;;;;;572;;;;1035;;;73;;;;;17;889;;;;;5002;934;37;;55897;;;;351;;31;1120;;;118;182;;69;;;133;;32;196;;;;;;20;;48;813;;;;13;;1612;15;;27;;;;;162;;;;36;;176;81;;86;25;72;14;75;;195;1424;15;275;27;;;;;;;;166;;;;;;;;;14;;;;;;;;;797;;;;;;18;;;;;;310;;43;147;;19;;;89;;20;;361;;91;4125;47;117;137;188;;303;;;114;559;;;;;;;;;;34;;;;;;;19;;;;46;;2556;;37;;;;131;734;25;;;15;;;;;17;;;;;;;151;;807;;9854;;359;;;3120;18;;;;;;Colombia;55897
Egypt;188;96;573;;;21;;13;243;143;;418;557;23;11;325;143;;216;521;;35;;;;;33;;112;;55;58;55;36;;;109;382;;45;264;;20;501;;;52;527;39;;;181;96;;;77;191;93;94;240;247;;;9;;151;;359;16;503;;;;178;2490;;;;28;;7378;186;7;1077;;;;;7;138;66;;;;;106;;823;1725;118;4401;87;;728;3710;;1105;3473;143;112;;2064;45;;;2232;;36;3176;;;;38;21;2168;12;192;;;;128;;;57;;59;6;;;627;13;9;277;;;863;;88;;88;567;;;94;401;403;;;;;;711;329;38;;278;240;45;;194;7112;44;;;;;;;;;5065;334;;14;42;84;;56;;;6209;170;;362;199;52935;11817;;;297;1334;5198;68;844;113;;;;;;513;685;27;;;75;92;475;2573;126;5336;;;80;;25;;;;3850;22;30;State_of_Palestine;52935
El_Salvador;;;;;;;;;211;;;27;14;;;;9;50;;72;231;;;;59;;;;264;;;;;;;;;379;;;;;294;224;10;;375;;;;1188;;;82;;;;;;;;;41;126;;;;;;;;;;;175;;;;;;347;;;;;;;;7224;;;;;;12650;;;14;;17;;18;;123;312;13;38;;;;;;;;;;;;;;;;;;;;;;;;;;;1948;;;;;;;;;;;;53;;;4219;;;;;;;;;456;;26;209;24;;16;84;;161;;;;23;;;;;;;;;;;;;;;;;;;;;;;664;;58;;;;29;69;;;;;;;;;;;;;;;;;;106;;6306;;94;;;219;;;;;;;Honduras;12650
Equatorial_Guinea;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;268;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1529;;;86;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;121;;;;;;;;;;;;;;;;;;;;;;;;;;;;;501;;;;;;;;;;;;;;429;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;France;1529
Eritrea;;;;;;433;;;;;;;;;;;;;;;;;;;;;;;;;;;;1141;;;;;;;;;;53;;;;60;;;;;;;;;;;816;;;;;;;;;;;687;;;;;159;;;;;;;;;;;;;;;;;;;;;;;54;;;;;;;;;;;;202;;;;;;;;;;;;;;228;;;;;;;;;;;;;;;;;2218;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;703;;;;;;;;;;;;;;;;;;;1607;143;1109;;;;155;;;;;;;;;;;;;;;;;;;682;;;38;296;;;;;;;;;;;121;125;Mozambique;2218
Estonia;0;;;;;;;;;655;;;;1824;;;;;19313;;;;;;;;;;;;;;;;;;;45;;;;;;92;;;;;;;;;;;;;;;;39;;;;;;;;;;;;;;1010;65;;;;;1884;716;;;;;;;;;;;;;;;56;;39;;;;;;;;;;;5712;;;;843;;5196;;;;;;2639;;;;;;;;;;;;;;;;43;;;;;;;;;;;;;;;;;;;;;;;;;;366;;;;;1207;;;236214;;;;;;;;;;;;;;;;;;;;;;;;;;;;;139;;;604;;;;;;;;;;684;;;;33755;;48;;141;;;1848;;;;;;;;;Russian_Federation;236214
Ethiopia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;;;;;;;;;;;;;;;;;;;;;;;;;63;;1901;;;;;;;34949;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;93;;;;;;;;;;;;;;;;;;;459615;;235512;;;;33008;;;;;;;;;;;;;;;;;;;135;;;;;;;;;;;;;;89;;;Somalia;459615
Faeroe_Islands;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;1;;;;;;6;;;;;;;;;39;;;;;;1;;;;;;;2071;;;;;;;;;;;;;;;;;;;;;17;1;;;92;;;;;;;;;;;;183;24;1;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;98;;;;;;;;15;20;;;;53;;;1;1;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;39;;;;10;;;;;;;2;;;;;;;;92;;22;;;;;;;;;;;;Denmark;2071
